Fecha;Fase;Temp_suelo_est_C;GDU_acumulado;Altura_planta_m;ETo_calculada;KC_calculada;ETc_calculada;Precipitacion_Observada_mm;Riego_Recomendado_mm;Agotamiento_Raiz_Dr_mm;Percolacion_Profunda_mm
01/01/2005;Barbecho / Sin cultivo;;0,00;0,00;0,26;0,00;0,00;0,20;0,00;0,00;0,00
02/01/2005;Barbecho / Sin cultivo;;0,00;0,00;0,25;0,00;0,00;0,40;0,00;0,00;0,00
03/01/2005;Barbecho / Sin cultivo;;0,00;0,00;0,29;0,00;0,00;0,20;0,00;0,00;0,00
04/01/2005;Barbecho / Sin cultivo;-0,55;0,00;0,00;0,31;0,00;0,00;0,20;0,00;0,00;0,00
05/01/2005;Barbecho / Sin cultivo;-0,79;0,00;0,00;0,28;0,00;0,00;0,20;0,00;0,00;0,00
06/01/2005;Barbecho / Sin cultivo;-0,94;0,00;0,00;0,33;0,00;0,00;0,20;0,00;0,00;0,00
07/01/2005;Barbecho / Sin cultivo;-0,99;0,00;0,00;0,29;0,00;0,00;0,20;0,00;0,00;0,00
08/01/2005;Barbecho / Sin cultivo;-1,37;0,00;0,00;0,26;0,00;0,00;0,00;0,00;0,00;0,00
09/01/2005;Barbecho / Sin cultivo;-2,01;0,00;0,00;0,22;0,00;0,00;0,00;0,00;0,00;0,00
10/01/2005;Barbecho / Sin cultivo;-2,95;0,00;0,00;0,25;0,00;0,00;0,00;0,00;0,00;0,00
11/01/2005;Barbecho / Sin cultivo;-3,24;0,00;0,00;0,29;0,00;0,00;0,20;0,00;0,00;0,00
12/01/2005;Barbecho / Sin cultivo;-2,25;0,00;0,00;0,33;0,00;0,00;3,40;0,00;0,00;0,00
13/01/2005;Barbecho / Sin cultivo;-0,21;0,00;0,00;0,37;0,00;0,00;6,60;0,00;0,00;0,00
14/01/2005;Barbecho / Sin cultivo;2,13;0,00;0,00;0,37;0,00;0,00;0,20;0,00;0,00;0,00
15/01/2005;Barbecho / Sin cultivo;3,69;0,00;0,00;0,44;0,00;0,00;0,00;0,00;0,00;0,00
16/01/2005;Barbecho / Sin cultivo;3,71;0,00;0,00;0,49;0,00;0,00;0,00;0,00;0,00;0,00
17/01/2005;Barbecho / Sin cultivo;2,85;0,00;0,00;0,47;0,00;0,00;0,20;0,00;0,00;0,00
18/01/2005;Barbecho / Sin cultivo;2,48;0,00;0,00;0,95;0,00;0,00;0,40;0,00;0,00;0,00
19/01/2005;Barbecho / Sin cultivo;2,67;0,00;0,00;1,19;0,00;0,00;0,00;0,00;0,00;0,00
20/01/2005;Barbecho / Sin cultivo;3,51;0,00;0,00;0,98;0,00;0,00;0,00;0,00;0,00;0,00
21/01/2005;Barbecho / Sin cultivo;3,29;0,00;0,00;0,46;0,00;0,00;0,00;0,00;0,00;0,00
22/01/2005;Barbecho / Sin cultivo;2,08;0,00;0,00;0,33;0,00;0,00;0,20;0,00;0,00;0,00
23/01/2005;Barbecho / Sin cultivo;0,88;0,00;0,00;0,51;0,00;0,00;0,20;0,00;0,00;0,00
24/01/2005;Barbecho / Sin cultivo;-0,36;0,00;0,00;0,93;0,00;0,00;0,20;0,00;0,00;0,00
25/01/2005;Barbecho / Sin cultivo;-0,39;0,00;0,00;1,14;0,00;0,00;0,00;0,00;0,00;0,00
26/01/2005;Barbecho / Sin cultivo;-0,32;0,00;0,00;1,44;0,00;0,00;0,20;0,00;0,00;0,00
27/01/2005;Barbecho / Sin cultivo;-0,93;0,00;0,00;1,14;0,00;0,00;0,00;0,00;0,00;0,00
28/01/2005;Barbecho / Sin cultivo;-0,92;0,00;0,00;1,11;0,00;0,00;0,00;0,00;0,00;0,00
29/01/2005;Barbecho / Sin cultivo;-0,47;0,00;0,00;1,39;0,00;0,00;0,00;0,00;0,00;0,00
30/01/2005;Barbecho / Sin cultivo;-0,08;0,00;0,00;1,34;0,00;0,00;0,00;0,00;0,00;0,00
31/01/2005;Barbecho / Sin cultivo;0,62;0,00;0,00;1,25;0,00;0,00;0,00;0,00;0,00;0,00
01/02/2005;Barbecho / Sin cultivo;1,07;0,00;0,00;0,86;0,00;0,00;0,00;0,00;0,00;0,00
02/02/2005;Barbecho / Sin cultivo;1,22;0,00;0,00;1,22;0,00;0,00;0,20;0,00;0,00;0,00
03/02/2005;Barbecho / Sin cultivo;1,03;0,00;0,00;0,95;0,00;0,00;0,00;0,00;0,00;0,00
04/02/2005;Barbecho / Sin cultivo;0,66;0,00;0,00;0,83;0,00;0,00;0,20;0,00;0,00;0,00
05/02/2005;Barbecho / Sin cultivo;0,18;0,00;0,00;0,74;0,00;0,00;0,00;0,00;0,00;0,00
06/02/2005;Barbecho / Sin cultivo;-0,25;0,00;0,00;0,58;0,00;0,00;3,00;0,00;0,00;0,00
07/02/2005;Barbecho / Sin cultivo;0,03;0,00;0,00;0,53;0,00;0,00;4,80;0,00;0,00;0,00
08/02/2005;Barbecho / Sin cultivo;0,97;0,00;0,00;1,01;0,00;0,00;0,00;0,00;0,00;0,00
09/02/2005;Barbecho / Sin cultivo;1,47;0,00;0,00;1,17;0,00;0,00;0,00;0,00;0,00;0,00
10/02/2005;Barbecho / Sin cultivo;1,90;0,00;0,00;1,27;0,00;0,00;0,20;0,00;0,00;0,00
11/02/2005;Barbecho / Sin cultivo;2,86;0,00;0,00;1,46;0,00;0,00;0,00;0,00;0,00;0,00
12/02/2005;Barbecho / Sin cultivo;3,76;0,00;0,00;1,97;0,00;0,00;0,00;0,00;0,00;0,00
13/02/2005;Barbecho / Sin cultivo;4,83;0,00;0,00;2,26;0,00;0,00;0,20;0,00;0,00;0,00
14/02/2005;Barbecho / Sin cultivo;4,91;0,00;0,00;1,87;0,00;0,00;0,00;0,00;0,00;0,00
15/02/2005;Barbecho / Sin cultivo;4,30;0,00;0,00;1,65;0,00;0,00;0,00;0,00;0,00;0,00
16/02/2005;Barbecho / Sin cultivo;2,75;0,00;0,00;1,68;0,00;0,00;0,00;0,00;0,00;0,00
17/02/2005;Barbecho / Sin cultivo;1,18;0,00;0,00;1,59;0,00;0,00;0,00;0,00;0,00;0,00
18/02/2005;Barbecho / Sin cultivo;0,36;0,00;0,00;1,24;0,00;0,00;0,00;0,00;0,00;0,00
19/02/2005;Barbecho / Sin cultivo;0,38;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00
20/02/2005;Barbecho / Sin cultivo;0,93;0,00;0,00;1,59;0,00;0,00;0,00;0,00;0,00;0,00
21/02/2005;Barbecho / Sin cultivo;0,63;0,00;0,00;1,45;0,00;0,00;0,00;0,00;0,00;0,00
22/02/2005;Barbecho / Sin cultivo;1,18;0,00;0,00;1,49;0,00;0,00;2,20;0,00;0,00;0,00
23/02/2005;Barbecho / Sin cultivo;0,29;0,00;0,00;0,86;0,00;0,00;0,00;0,00;0,00;0,00
24/02/2005;Barbecho / Sin cultivo;-0,39;0,00;0,00;1,34;0,00;0,00;0,00;0,00;0,00;0,00
25/02/2005;Barbecho / Sin cultivo;-0,31;0,00;0,00;1,52;0,00;0,00;0,00;0,00;0,00;0,00
26/02/2005;Barbecho / Sin cultivo;-0,69;0,00;0,00;1,67;0,00;0,00;0,00;0,00;0,00;0,00
27/02/2005;Barbecho / Sin cultivo;-0,75;0,00;0,00;1,62;0,00;0,00;0,00;0,00;0,00;0,00
28/02/2005;Barbecho / Sin cultivo;-1,60;0,00;0,00;1,81;0,00;0,00;0,00;0,00;0,00;0,00
01/03/2005;Barbecho / Sin cultivo;-2,68;0,00;0,00;1,52;0,00;0,00;0,00;0,00;0,00;0,00
02/03/2005;Barbecho / Sin cultivo;-3,16;0,00;0,00;2,12;0,00;0,00;0,00;0,00;0,00;0,00
03/03/2005;Barbecho / Sin cultivo;-2,97;0,00;0,00;1,80;0,00;0,00;0,00;0,00;0,00;0,00
04/03/2005;Barbecho / Sin cultivo;-2,52;0,00;0,00;1,84;0,00;0,00;0,00;0,00;0,00;0,00
05/03/2005;Barbecho / Sin cultivo;-0,42;0,00;0,00;2,47;0,00;0,00;0,00;0,00;0,00;0,00
06/03/2005;Barbecho / Sin cultivo;0,47;0,00;0,00;2,08;0,00;0,00;0,40;0,00;0,00;0,00
07/03/2005;Barbecho / Sin cultivo;0,50;0,00;0,00;1,92;0,00;0,00;0,00;0,00;0,00;0,00
08/03/2005;Barbecho / Sin cultivo;0,57;0,00;0,00;1,67;0,00;0,00;0,00;0,00;0,00;0,00
09/03/2005;Barbecho / Sin cultivo;-0,03;0,00;0,00;2,04;0,00;0,00;0,00;0,00;0,00;0,00
10/03/2005;Barbecho / Sin cultivo;0,08;0,00;0,00;2,30;0,00;0,00;0,00;0,00;0,00;0,00
11/03/2005;Barbecho / Sin cultivo;0,60;0,00;0,00;2,23;0,00;0,00;0,00;0,00;0,00;0,00
12/03/2005;Barbecho / Sin cultivo;1,98;0,00;0,00;2,44;0,00;0,00;0,00;0,00;0,00;0,00
13/03/2005;Barbecho / Sin cultivo;3,50;0,00;0,00;2,52;0,00;0,00;0,00;0,00;0,00;0,00
14/03/2005;Barbecho / Sin cultivo;4,88;0,00;0,00;2,03;0,00;0,00;0,00;0,00;0,00;0,00
15/03/2005;Barbecho / Sin cultivo;6,53;0,00;0,00;2,79;0,00;0,00;0,00;0,00;0,00;0,00
16/03/2005;Barbecho / Sin cultivo;7,93;0,00;0,00;2,90;0,00;0,00;0,00;0,00;0,00;0,00
17/03/2005;Barbecho / Sin cultivo;8,82;0,00;0,00;2,82;0,00;0,00;0,00;0,00;0,00;0,00
18/03/2005;Barbecho / Sin cultivo;9,86;0,00;0,00;3,45;0,00;0,00;0,00;0,00;0,00;0,00
19/03/2005;Barbecho / Sin cultivo;10,56;0,00;0,00;2,92;0,00;0,00;0,00;0,00;0,00;0,00
20/03/2005;Barbecho / Sin cultivo;11,00;0,00;0,00;2,54;0,00;0,00;1,80;0,00;0,00;0,00
21/03/2005;Barbecho / Sin cultivo;11,17;0,00;0,00;1,28;0,00;0,00;4,00;0,00;0,00;0,00
22/03/2005;Barbecho / Sin cultivo;10,41;0,00;0,00;2,86;0,00;0,00;0,20;0,00;0,00;0,00
23/03/2005;Barbecho / Sin cultivo;9,46;0,00;0,00;1,64;0,00;0,00;1,40;0,00;0,00;0,00
24/03/2005;Barbecho / Sin cultivo;8,75;0,00;0,00;2,23;0,00;0,00;0,20;0,00;0,00;0,00
25/03/2005;Barbecho / Sin cultivo;7,79;0,00;0,00;1,40;0,00;0,00;7,80;0,00;0,00;0,00
26/03/2005;Barbecho / Sin cultivo;7,59;0,00;0,00;2,29;0,00;0,00;9,40;0,00;0,00;0,00
27/03/2005;Barbecho / Sin cultivo;7,60;0,00;0,00;2,22;0,00;0,00;0,20;0,00;0,00;0,00
28/03/2005;Barbecho / Sin cultivo;7,47;0,00;0,00;1,67;0,00;0,00;0,60;0,00;0,00;0,00
29/03/2005;Barbecho / Sin cultivo;7,97;0,00;0,00;2,38;0,00;0,00;0,20;0,00;0,00;0,00
30/03/2005;Barbecho / Sin cultivo;8,56;0,00;0,00;2,74;0,00;0,00;0,00;0,00;0,00;0,00
31/03/2005;Barbecho / Sin cultivo;9,34;0,00;0,00;2,92;0,00;0,00;0,00;0,00;0,00;0,00
01/04/2005;Barbecho / Sin cultivo;10,10;0,00;0,00;2,60;0,00;0,00;23,80;0,00;0,00;0,00
02/04/2005;Barbecho / Sin cultivo;10,11;0,00;0,00;2,15;0,00;0,00;9,40;0,00;0,00;0,00
03/04/2005;Barbecho / Sin cultivo;9,82;0,00;0,00;1,36;0,00;0,00;5,40;0,00;0,00;0,00
04/04/2005;Barbecho / Sin cultivo;9,84;0,00;0,00;2,24;0,00;0,00;4,40;0,00;0,00;0,00
05/04/2005;Barbecho / Sin cultivo;9,65;0,00;0,00;2,53;0,00;0,00;0,20;0,00;0,00;0,00
06/04/2005;Barbecho / Sin cultivo;10,23;0,00;0,00;2,70;0,00;0,00;0,00;0,00;0,00;0,00
07/04/2005;Barbecho / Sin cultivo;10,56;0,00;0,00;2,09;0,00;0,00;4,00;0,00;0,00;0,00
08/04/2005;Barbecho / Sin cultivo;9,13;0,00;0,00;2,82;0,00;0,00;0,00;0,00;0,00;0,00
09/04/2005;Barbecho / Sin cultivo;7,25;0,00;0,00;2,55;0,00;0,00;0,00;0,00;0,00;0,00
10/04/2005;Barbecho / Sin cultivo;5,38;0,00;0,00;3,23;0,00;0,00;0,00;0,00;0,00;0,00
11/04/2005;Barbecho / Sin cultivo;4,53;0,00;0,00;3,57;0,00;0,00;0,00;0,00;0,00;0,00
12/04/2005;Barbecho / Sin cultivo;5,37;0,00;0,00;3,24;0,00;0,00;0,00;0,00;0,00;0,00
13/04/2005;Barbecho / Sin cultivo;6,80;0,00;0,00;3,34;0,00;0,00;3,80;0,00;0,00;0,00
14/04/2005;Barbecho / Sin cultivo;7,54;0,00;0,00;2,14;0,00;0,00;0,20;0,00;0,00;0,00
15/04/2005;Barbecho / Sin cultivo;6,74;0,00;0,00;2,39;0,00;0,00;0,00;0,00;0,00;0,00
16/04/2005;Barbecho / Sin cultivo;6,13;0,00;0,00;2,87;0,00;0,00;0,00;0,00;0,00;0,00
17/04/2005;Barbecho / Sin cultivo;6,34;0,00;0,00;2,18;0,00;0,00;0,00;0,00;0,00;0,00
18/04/2005;Barbecho / Sin cultivo;6,30;0,00;0,00;3,00;0,00;0,00;1,40;0,00;0,00;0,00
19/04/2005;Barbecho / Sin cultivo;7,02;0,00;0,00;2,42;0,00;0,00;1,20;0,00;0,00;0,00
20/04/2005;Barbecho / Sin cultivo;7,65;0,00;0,00;2,08;0,00;0,00;0,00;0,00;0,00;0,00
21/04/2005;Barbecho / Sin cultivo;8,06;0,00;0,00;2,44;0,00;0,00;0,00;0,00;0,00;0,00
22/04/2005;Barbecho / Sin cultivo;8,99;0,00;0,00;2,66;0,00;0,00;6,80;0,00;0,00;0,00
23/04/2005;Fase Inicial (VE-V4);9,18;1,17;0,05;2,18;1,17;2,55;0,15;0,84;1,56;0,00
24/04/2005;Fase Inicial (VE-V4);8,97;2,44;0,05;2,61;1,18;3,08;0,98;3,53;0,14;0,00
25/04/2005;Fase Inicial (VE-V4);8,56;5,64;0,05;3,93;1,19;4,66;0,00;2,45;2,35;0,00
26/04/2005;Fase Inicial (VE-V4);8,44;9,54;0,05;3,70;1,17;4,34;0,00;4,79;1,89;0,00
27/04/2005;Fase Inicial (VE-V4);9,48;14,94;0,05;4,30;1,18;5,06;0,00;4,75;2,21;0,00
28/04/2005;Fase Inicial (VE-V4);11,23;21,74;0,05;4,96;1,19;5,91;0,59;5,34;2,19;0,00
29/04/2005;Fase Inicial (VE-V4);12,93;29,47;0,05;5,06;1,19;6,02;0,03;5,35;2,84;0,00
30/04/2005;Fase Inicial (VE-V4);14,44;36,34;0,05;4,90;1,20;5,86;0,47;5,74;2,48;0,00
01/05/2005;Fase Inicial (VE-V4);15,23;41,54;0,05;4,16;1,19;4,94;1,04;5,10;1,28;0,00
02/05/2005;Fase Inicial (VE-V4);14,67;45,81;0,05;4,56;1,20;5,47;0,08;3,83;2,85;0,00
03/05/2005;Fase Inicial (VE-V4);13,25;49,51;0,05;3,25;1,17;3,80;0,00;5,23;1,42;0,00
04/05/2005;Fase Inicial (VE-V4);11,99;53,45;0,05;4,00;1,18;4,73;0,12;4,20;1,83;0,00
05/05/2005;Fase Inicial (VE-V4);10,80;57,85;0,05;4,42;1,18;5,22;0,00;4,85;2,20;0,00
06/05/2005;Fase Inicial (VE-V4);10,74;63,45;0,05;4,64;1,18;5,49;0,00;5,42;2,27;0,00
07/05/2005;Fase Inicial (VE-V4);11,61;70,25;0,05;4,92;1,19;5,83;0,09;5,73;2,28;0,00
08/05/2005;Fase Inicial (VE-V4);12,82;77,58;0,05;5,25;1,19;6,27;0,00;5,81;2,74;0,00
09/05/2005;Fase Inicial (VE-V4);13,98;83,84;0,05;5,00;1,19;5,97;0,09;2,18;6,43;0,00
10/05/2005;Fase Inicial (VE-V4);13,66;86,52;0,05;2,60;1,16;3,03;4,22;0,00;5,24;0,00
11/05/2005;Fase Inicial (VE-V4);12,58;88,52;0,05;1,78;1,15;2,04;6,78;2,46;0,00;1,96
12/05/2005;Fase Inicial (VE-V4);11,32;91,95;0,05;2,84;1,15;3,26;2,84;0,00;0,41;0,00
13/05/2005;Fase Inicial (VE-V4);10,00;93,92;0,05;2,58;1,16;3,00;2,27;2,66;0,00;1,52
14/05/2005;Fase Inicial (VE-V4);9,89;96,39;0,05;3,78;1,18;4,47;0,95;2,69;0,84;0,00
15/05/2005;Fase Inicial (VE-V4);9,91;98,90;0,05;3,79;1,19;4,52;0,00;0,00;5,35;0,00
16/05/2005;Fase Inicial (VE-V4);8,97;99,01;0,05;1,82;1,16;2,11;8,31;7,42;0,00;8,26
17/05/2005;Fase Inicial (VE-V4);8,90;101,54;0,05;3,97;1,18;4,70;0,00;3,05;1,65;0,00
18/05/2005;Fase Inicial (VE-V4);9,23;106,61;0,06;4,54;1,17;5,32;0,00;5,19;1,79;0,00
19/05/2005;Fase Inicial (VE-V4);10,59;113,51;0,07;5,26;1,18;6,23;0,13;5,69;2,20;0,00
20/05/2005;Fase Inicial (VE-V4);12,68;120,41;0,08;5,44;1,19;6,47;0,00;5,50;3,17;0,00
21/05/2005;Fase Inicial (VE-V4);13,59;124,05;0,08;3,50;1,18;4,12;0,00;6,20;1,10;0,00
22/05/2005;Fase Inicial (VE-V4);13,21;126,92;0,09;4,65;1,20;5,60;0,32;4,55;1,84;0,00
23/05/2005;Fase Inicial (VE-V4);12,20;131,19;0,09;4,61;1,17;5,42;0,02;5,53;1,70;0,00
24/05/2005;Fase Inicial (VE-V4);12,12;138,55;0,10;5,25;1,19;6,23;0,03;6,10;1,79;0,00
25/05/2005;Fase Inicial (VE-V4);13,76;147,98;0,12;6,37;1,20;7,62;0,00;6,72;2,69;0,00
26/05/2005;Fase Inicial (VE-V4);16,47;158,18;0,13;6,43;1,19;7,66;0,04;7,84;2,48;0,00
27/05/2005;Fase Inicial (VE-V4);18,56;167,22;0,14;6,75;1,21;8,16;0,00;7,46;3,18;0,00
28/05/2005;Fase Inicial (VE-V4);19,25;175,91;0,16;5,83;1,19;6,92;0,59;6,85;2,66;0,00
29/05/2005;Fase Inicial (VE-V4);18,29;181,97;0,16;3,33;1,15;3,84;0,60;6,20;0,00;0,30
30/05/2005;Fase Inicial (VE-V4);16,97;188,09;0,17;5,43;1,18;6,40;0,00;4,43;1,96;0,00
31/05/2005;Fase Inicial (VE-V4);15,79;195,23;0,18;5,45;1,20;6,53;0,00;6,60;1,89;0,00
01/06/2005;Fase Inicial (VE-V4);15,40;203,16;0,19;5,81;1,19;6,93;0,98;6,78;1,06;0,00
02/06/2005;Fase Inicial (VE-V4);16,39;212,25;0,21;5,93;1,18;7,02;1,22;6,34;0,52;0,00
03/06/2005;Fase Inicial (VE-V4);17,16;219,95;0,22;6,60;1,22;8,05;0,31;5,74;2,53;0,00
04/06/2005;Fase Inicial (VE-V4);17,62;228,08;0,23;5,66;1,17;6,63;0,00;7,49;1,67;0,00
05/06/2005;Fase Inicial (VE-V4);17,96;237,17;0,24;5,87;1,17;6,86;0,04;6,88;1,61;0,00
06/06/2005;Fase Inicial (VE-V4);17,77;245,87;0,25;6,08;1,19;7,26;0,10;7,03;1,74;0,00
07/06/2005;Fase Inicial (VE-V4);17,56;254,00;0,27;6,22;1,19;7,40;0,00;7,58;1,56;0,00
08/06/2005;Fase Inicial (VE-V4);18,38;263,83;0,28;6,90;1,21;8,38;0,61;7,59;1,74;0,00
09/06/2005;Fase Inicial (VE-V4);18,87;273,76;0,29;6,47;1,21;7,83;0,08;7,08;2,42;0,00
10/06/2005;Fase Inicial (VE-V4);18,77;281,83;0,30;5,22;1,20;6,27;0,00;7,62;1,06;0,00
11/06/2005;Fase Inicial (VE-V4);19,31;291,60;0,32;6,51;1,19;7,76;0,19;6,98;1,64;0,00
12/06/2005;Fase Inicial (VE-V4);18,88;299,40;0,33;6,19;1,19;7,36;0,00;3,43;5,57;0,00
13/06/2005;Fase Inicial (VE-V4);17,60;305,14;0,34;3,98;1,16;4,60;4,71;9,91;0,00;4,45
14/06/2005;Fase Inicial (VE-V4);17,03;311,54;0,35;5,16;1,18;6,08;0,17;5,09;0,82;0,00
15/06/2005;Fase Inicial (VE-V4);16,41;318,71;0,36;5,48;1,18;6,44;0,22;6,36;0,68;0,00
16/06/2005;Fase Inicial (VE-V4);16,91;327,91;0,37;6,02;1,16;7,00;0,00;6,73;0,95;0,00
17/06/2005;Fase Inicial (VE-V4);18,86;338,32;0,38;6,40;1,17;7,51;0,00;7,56;0,91;0,00
18/06/2005;Fase de Desarrollo (V5-V12);20,92;350,50;0,40;6,99;1,20;8,37;0,26;6,63;2,38;0,00
19/06/2005;Fase de Desarrollo (V5-V12);22,13;362,05;0,48;6,44;1,18;7,60;0,87;8,54;0,57;0,00
20/06/2005;Fase de Desarrollo (V5-V12);22,38;373,06;0,54;5,77;1,15;6,65;0,33;6,88;0,01;0,00
21/06/2005;Fase de Desarrollo (V5-V12);22,12;383,52;0,61;5,90;1,15;6,80;0,00;6,09;0,72;0,00
22/06/2005;Fase de Desarrollo (V5-V12);21,60;394,00;0,68;5,69;1,16;6,59;0,06;5,72;1,52;0,00
23/06/2005;Fase de Desarrollo (V5-V12);21,35;405,67;0,75;5,75;1,19;6,85;2,01;8,05;0,00;1,69
24/06/2005;Fase de Desarrollo (V5-V12);21,16;416,94;0,82;5,84;1,16;6,77;0,22;6,99;0,00;0,45
25/06/2005;Fase de Desarrollo (V5-V12);20,55;427,24;0,89;5,48;1,14;6,27;0,09;7,24;0,00;1,07
26/06/2005;Fase de Desarrollo (V5-V12);19,98;436,44;0,94;5,91;1,15;6,78;0,08;7,99;0,00;1,29
27/06/2005;Fase de Desarrollo (V5-V12);19,49;445,31;1,00;6,34;1,21;7,65;0,00;7,89;0,00;0,23
28/06/2005;Fase de Desarrollo (V5-V12);18,35;451,41;1,04;5,47;1,18;6,45;0,00;7,08;0,00;0,62
29/06/2005;Fase de Desarrollo (V5-V12);17,44;456,68;1,07;4,96;1,18;5,85;0,00;7,47;0,00;1,62
30/06/2005;Fase de Desarrollo (V5-V12);16,67;463,38;1,11;5,90;1,19;7,04;0,96;8,02;0,00;1,94
01/07/2005;Fase de Desarrollo (V5-V12);16,23;471,48;1,16;5,56;1,20;6,67;0,15;8,21;0,00;1,69
02/07/2005;Fase de Desarrollo (V5-V12);17,53;481,48;1,23;5,94;1,20;7,13;0,00;9,92;0,00;2,79
03/07/2005;Fase de Desarrollo (V5-V12);19,33;493,58;1,30;7,62;1,20;9,14;0,31;10,47;0,00;1,63
04/07/2005;Fase de Desarrollo (V5-V12);19,44;500,82;1,35;6,29;1,20;7,55;0,06;9,38;0,00;1,88
05/07/2005;Fase de Desarrollo (V5-V12);19,54;509,40;1,40;5,96;1,20;7,15;0,00;9,23;0,00;2,08
06/07/2005;Fase de Desarrollo (V5-V12);18,96;518,77;1,46;5,87;1,20;7,04;0,26;9,55;0,00;2,76
07/07/2005;Fase de Desarrollo (V5-V12);17,59;526,90;1,51;6,11;1,20;7,33;0,00;9,48;0,00;2,15
08/07/2005;Fase de Desarrollo (V5-V12);17,37;534,57;1,56;5,57;1,20;6,68;0,85;9,16;0,00;3,33
09/07/2005;Fase de Desarrollo (V5-V12);17,13;542,57;1,61;5,54;1,20;6,65;0,13;9,51;0,00;2,98
10/07/2005;Fase de Desarrollo (V5-V12);16,74;550,23;1,66;5,79;1,20;6,95;0,66;10,04;0,00;3,76
11/07/2005;Fase de Desarrollo (V5-V12);17,21;559,06;1,71;5,99;1,20;7,19;0,00;10,58;0,00;3,39
12/07/2005;Fase de Desarrollo (V5-V12);18,34;568,63;1,77;6,20;1,20;7,44;0,00;10,78;0,00;3,34
13/07/2005;Fase de Desarrollo (V5-V12);19,31;579,07;1,84;5,98;1,20;7,18;0,17;11,52;0,00;4,50
14/07/2005;Fase de Desarrollo (V5-V12);20,73;590,34;1,91;6,77;1,20;8,12;0,22;12,22;0,00;4,32
15/07/2005;Fase de Desarrollo (V5-V12);21,41;601,35;1,98;6,47;1,20;7,76;0,00;12,14;0,00;4,37
16/07/2005;Fase de Desarrollo (V5-V12);21,23;610,96;2,04;6,41;1,20;7,69;0,00;11,08;0,00;3,39
17/07/2005;Fase de Desarrollo (V5-V12);20,41;618,86;2,09;5,14;1,20;6,17;0,43;10,63;0,00;4,88
18/07/2005;Fase de Desarrollo (V5-V12);19,04;626,67;2,14;5,78;1,20;6,94;0,05;11,03;0,00;4,15
19/07/2005;Fase de Desarrollo (V5-V12);18,22;635,20;2,19;5,40;1,20;6,48;0,00;11,43;0,00;4,95
20/07/2005;Fase de Desarrollo (V5-V12);18,52;645,74;2,26;6,01;1,20;7,21;0,81;12,24;0,00;5,83
21/07/2005;Fase de Desarrollo (V5-V12);19,39;656,15;2,32;5,98;1,20;7,18;0,00;12,26;0,00;5,08
22/07/2005;Fase de Madurez (V13-R3);20,16;666,62;2,39;5,82;1,20;6,98;0,15;12,61;0,00;5,78
23/07/2005;Fase de Madurez (V13-R3);20,52;676,36;2,45;6,18;1,20;7,42;0,20;12,54;0,00;5,33
24/07/2005;Fase de Madurez (V13-R3);20,15;685,91;2,51;5,72;1,20;6,86;0,00;11,09;0,00;4,22
25/07/2005;Fase de Madurez (V13-R3);19,48;694,65;2,57;4,78;1,20;5,74;0,00;9,04;0,00;3,30
26/07/2005;Fase de Madurez (V13-R3);19,02;702,32;2,60;3,76;1,20;4,51;0,53;4,59;0,00;0,61
27/07/2005;Fase de Madurez (V13-R3);18,41;709,96;2,60;3,78;1,20;4,54;2,48;0,00;2,06;0,00
28/07/2005;Fase de Madurez (V13-R3);17,56;716,84;2,60;4,51;1,20;5,41;15,46;12,02;0,00;20,01
29/07/2005;Fase de Madurez (V13-R3);16,50;721,47;2,60;4,85;1,20;5,82;0,00;10,31;0,00;4,49
30/07/2005;Fase de Madurez (V13-R3);15,42;727,37;2,60;4,83;1,20;5,80;0,00;10,34;0,00;4,54
31/07/2005;Fase de Madurez (V13-R3);14,90;733,90;2,60;4,86;1,20;5,83;0,00;10,54;0,00;4,71
01/08/2005;Fase de Madurez (V13-R3);14,55;739,70;2,60;5,01;1,20;6,01;0,00;10,49;0,00;4,48
02/08/2005;Fase de Madurez (V13-R3);14,74;746,47;2,60;4,80;1,20;5,76;1,25;10,56;0,00;6,05
03/08/2005;Fase de Madurez (V13-R3);15,34;754,60;2,60;5,06;1,20;6,07;1,60;10,97;0,00;6,50
04/08/2005;Fase de Madurez (V13-R3);15,91;763,63;2,60;5,16;1,20;6,19;0,43;11,54;0,00;5,78
05/08/2005;Fase de Madurez (V13-R3);16,93;773,46;2,60;5,57;1,20;6,68;0,00;11,86;0,00;5,18
06/08/2005;Fase de Madurez (V13-R3);17,96;782,99;2,60;5,43;1,20;6,52;0,16;11,49;0,00;5,13
07/08/2005;Fase de Madurez (V13-R3);18,85;793,07;2,60;5,20;1,20;6,24;0,29;11,20;0,00;5,25
08/08/2005;Fase de Madurez (V13-R3);19,67;804,38;2,60;5,14;1,20;6,17;0,00;10,48;0,00;4,31
09/08/2005;Fase de Madurez (V13-R3);19,79;813,42;2,60;4,51;1,20;5,41;0,75;7,69;0,00;3,03
10/08/2005;Fase de Madurez (V13-R3);19,22;820,42;2,60;3,29;1,20;3,95;0,95;9,29;0,00;6,30
11/08/2005;Fase de Madurez (V13-R3);18,87;828,69;2,60;5,23;1,20;6,28;0,00;11,18;0,00;4,90
12/08/2005;Fase de Madurez (V13-R3);18,16;837,58;2,60;5,00;1,20;6,00;0,00;11,24;0,00;5,24
13/08/2005;Fase de Madurez (V13-R3);18,21;847,22;2,60;5,27;1,20;6,32;0,20;11,62;0,00;5,49
